Index,SMILES,FP_1,FP_2,FP_3,FP_4,FP_5,FP_6,FP_7,FP_8,FP_9,FP_10,FP_11,FP_12,FP_13,FP_14,FP_15,FP_16,FP_17,FP_18,FP_19,FP_20,FP_21,FP_22,FP_23,FP_24,FP_25,FP_26,FP_27,FP_28,FP_29,FP_30,FP_31,FP_32,FP_33,FP_34,FP_35,FP_36,FP_37,FP_38,FP_39,FP_40,FP_41,FP_42
4235,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,4,4,0,0,29,16,12,1,0,3.9321,66.554,110.915,367.48126,38.77
4236,Nc1ccc(N=Nc2ccccc2)c(N)n1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,2,0,17,4,12,1,0,3.8238,176.6324,63.6638,213.23854,89.65
4237,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,0,0,24,11,12,1,0,3.1063,118.0564,96.7475,295.37884,26.79
4238,COC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,10,3,6,1,0,1.4732,29.2611,37.7215,136.14792,26.3
4239,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,5,5,2,0,28,14,12,2,0,4.728,203.4233,108.3478,369.45408,77.84
4240,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,6,6,2,0,19,5,12,2,0,2.903,184.5808,68.5161,264.30358,106.35
4241,CCC(C)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,5,5,0,0,0,1.0248,-7.2807,27.3108,88.14818,20.23
4242,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,7,7,1,0,25,21,0,4,0,3.4655,117.818,87.9038,362.43844,115.35
4243,Cc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,1,11,0,0,3.1482,52.4887,48.914,142.1971,0
4244,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,8,4,0,23,8,12,3,0,2.9096,327.423,75.0246,302.239,139.78
4245,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26,7,7,1,0,28,12,12,4,0,4.3682,221.9106,101.4333,394.8294,104.65
4246,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,7,0,0,26,10,12,4,0,2.1001,214.2586,72.45,310.21464,95.97
4247,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26,10,11,1,0,27,16,6,5,0,-1.7445,183.4579,81.2757,371.29948,155.88
4248,Cc1ccc(C)c(O)c1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,10,4,6,0,0,2.3174,57.8047,43.363,136.19098,20.23
4249,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,6,1,0,27,14,12,1,0,2.9651,114.754,100.7182,358.43144,60.03
4250,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4,4,0,0,34,26,6,2,0,9.0618,42.929,145.141,474.7156,52.6
4251,O=C(O)c1cccc(C(=O)O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,4,2,0,12,4,6,2,0,1.083,186.9738,40.3606,166.13084,74.6
4252,CCON=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,4,3,0,1,0,0.7043,-11.4583,17.551,75.0666,38.66
4253,CC=C(C)C(=O)OCc1ccccc1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,2,0,0,14,6,6,2,0,2.696,29.4814,56.254,190.23836,26.3
4254,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,3,4,0,0,28,10,17,1,0,6.1178,158.4745,106.887,429.12732,39.41
4255,CC(=O)OCC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,5,5,1,0,31,28,0,3,0,3.3174,163.6742,106.5458,390.51306,80.67
4256,c1ccc2[nH]nnc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,0,10,0,10,0,0,0.9579,125.9353,33.8887,119.124,41.57
4257,CSc1ccc(C=O)cc1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,0,0,10,3,6,1,0,2.221,50.9038,43.5505,152.21352,42.37
4258,CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,3,0,0,20,6,12,2,0,3.1737,79.7165,72.0225,254.28056,43.37
4259,NNC(=O)c1ccncc1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,2,0,10,3,6,1,0,0.7763,135.8083,35.1336,137.13928,68.01
4260,c1ccc2sc(SSN3CCOCC3)nc2c1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,17,5,6,0,0,19,9,10,0,0,3.2217,99.4457,79.135,284.42078,104.2
4261,O=C(O)Cc1ccc(-c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,2,1,0,17,4,12,1,0,2.9807,121.9202,63.4228,212.24388,37.3
4262,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,1,0,22,15,6,1,0,2.4624,67.8058,86.6598,291.3853,49.77
4263,CC(=O)C(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,5,3,0,2,0,0.1644,17.547,21.742,86.08924,34.14
4264,O=CCCl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,3,2,0,1,0,0.4241,10.8415,16.724,78.49762,17.07
4265,O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,19,5,5,0,0,21,12,6,3,0,1.3438,137.267,82.845,294.75664,75.04
4266,CNCCCC12CCC(c3ccccc31)c1ccccc12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,0,24,12,12,0,0,4.6023,123.1828,88.3187,277.40332,12.03
4267,CNCCCCOc1ccccc1Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,1,0,21,9,12,0,0,4.0467,68.1754,84.4167,269.38132,21.26
4268,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,8,2,0,43,29,12,2,0,5.9946,148.437,166.03,586.756,111.52
4269,COC(=O)c1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,11,4,6,1,0,1.7816,34.1004,42.6875,150.1745,26.3
4270,Cc1ccccc1Br,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,6,0,0,2.7575,33.2443,39.108,171.03448,0
4271,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,2,0,27,5,22,0,0,5.2942,218.5779,104.0968,314.4036,55.92
4272,CC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,3,2,0,1,0,0.0909,53.2522,13.4998,60.05196,37.3
4273,CCCCCCCCCCCCOCCOS(=O)(=O)O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,5,5,1,0,19,17,0,2,0,4.8241,33.5546,82.1178,310.45,81.21
4274,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,19,5,6,2,0,19,12,5,2,0,2.6336,114.137,76.9069,284.3745,95.67
4275,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,4,3,0,0,25,11,12,2,0,4.3144,109.8124,96.249,330.44448,49
4276,CCCCCCCCCCCCCOS(=O)(=O)O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,4,4,1,0,17,15,0,2,0,5.1976,43.1682,76.2258,280.42402,71.98
4277,CCC(C)SSC(C)CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,10,2,2,0,0,9,9,0,0,0,3.9648,-9.9506,55.752,178.35852,50.6
4278,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,3,4,1,0,25,14,11,0,0,3.5875,129.8176,93.1298,333.85566,50.94
4279,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,1,0,25,12,12,1,0,5.3625,106.1871,98.4805,326.42934,46.53
4280,O=C(NCO)NCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,4,0,7,6,0,1,0,-1.033,98.7483,25.051,120.10722,81.59
4281,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,4,4,0,0,29,12,17,0,0,3.3848,125.4405,101.795,352.40368,40.8
4282,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,2,1,0,31,25,6,0,0,8.5318,85.5611,134.305,416.67952,29.46
4283,O=[N+]([O-])c1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,11,4,6,1,0,3.4248,75.4957,45.284,191.99952,45.82
4284,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,27,6,6,1,0,29,14,12,3,0,4.9899,189.7713,105.6637,407.91428,97.4
4285,CC(=O)OC(C)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,0,0,12,5,6,1,0,2.3107,17.5995,47.114,164.20108,26.3
4286,O=C1Oc2ccccc2C(=O)C1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,4,1,0,39,13,24,2,0,6.7415,230.0691,138.9073,527.40522,63.6
4287,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,15,15,8,0,47,34,12,1,0,-1.1566,314.1712,141.4063,610.56056,234.29
4288,N#CSc1ccc(N)c([N+](=O)[O-])c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,4,3,1,0,13,5,6,1,1,2.85458,139.988,51.1384,195.1985,120.93
4289,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,17,1,1,0,0,18,6,12,0,0,6.4514,113.968,77.047,324.05304,25.3
4290,Cc1cccc(N)n1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,8,2,6,0,0,1.5534,72.8149,33.6074,108.14112,38.91
4291,C=C(C)C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)C(=C)C)cc2)cc1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,4,0,0,28,12,12,4,0,4.9755,59.8188,106.67,364.43426,52.6
4292,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,23,7,7,2,0,25,22,0,3,0,-0.4547,134.5411,83.9906,325.35692,96.3
4293,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,19,5,5,3,0,20,9,10,1,0,1.7435,193.512,73.2538,284.248141,95.6
4294,COC(=O)C1C(C)=NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,8,0,0,29,15,10,4,0,2.2313,156.7149,101.447,371.38714,103.88
4295,CC1C=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,2,0,1.7485,15.5958,27.894,80.12772,0
4296,O=C(O)c1cc(Cl)ccc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,2,1,0,11,4,6,1,0,2.6916,128.0287,43.4213,191.01146,37.3
4297,Cc1ccccc1C(OCCN(C)C)c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,0,0,21,9,12,0,0,3.6626,33.4127,84.07,269.38132,12.47
4298,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,43,12,12,0,0,45,31,12,2,0,3.4157,139.6289,167.052,604.68846,114.46
4299,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,49,11,11,5,0,53,32,17,4,0,4.9033,392.8933,192.8668,670.8408,166.75
4300,Cc1cccc(O)c1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,9,3,6,0,0,2.009,52.9654,38.397,122.1644,20.23
4301,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,5,6,2,0,24,5,17,2,0,3.9903,199.6495,85.0821,314.36226,98.39
4302,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,7,7,0,0,31,23,6,2,0,2.029,168.1856,118.699,385.50314,69.64
4303,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,4,4,1,0,25,12,12,1,0,3.1315,161.5009,99.1897,313.78144,36.86
4304,CC(CO)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,5,5,0,0,0,-0.3929,12.0014,23.6656,90.121,40.46
4305,N#CNC#N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,0,4,2,0,0,2,-0.07094,71.0753,14.0277,67.04944,59.61
4306,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,15,15,0,0,39,30,6,3,0,-0.0237,34.2855,148.482,615.8514,149.07
4307,c1ccc(CCc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,3,12,0,0,3.4718,36.8792,60.702,182.26096,0
4308,O=C(C(Cl)Cl)N1CCOC12CCCCC2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3,3,0,0,16,15,0,1,0,2.2472,48.0847,63.682,252.1376,29.54
4309,NP(N)(=O)NC(=O)c1ccc(F)cc1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,5,5,3,1,14,6,6,2,0,2.3725,189.3125,48.6675,217.1374242,108.02
4310,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,23,9,12,2,0,4.8718,101.0135,96.755,293.40602,27.96
4311,CCOc1ccc(N=C(C)Nc2ccc(OCC)cc2)cc1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,1,0,23,10,12,1,0,4.719,99.8901,91.8827,298.37948,42.85
4312,CC(CO)(CO)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,7,7,0,0,0,-1.0304,48.6418,29.3744,120.14698,60.69
4313,COc1c2occc2cc2ccc(=O)oc12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,0,0,18,2,15,1,0,2.5478,132.9998,58.748,216.18952,52.58
4314,C#CC(C)(O)CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,6,5,0,0,1,0.7806,20.4268,30.3178,98.143,20.23
4315,C1CCCNCCC1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,8,8,0,0,0,1.8689,22.5306,40.3657,113.2007,12.03
4316,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35,7,8,2,0,37,29,5,3,0,4.4775,172.871,138.5616,507.68254,137.49
4317,BrC(Br)C(Br)Br,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,0,0,0,3.2182,21.25,43.208,345.65328,0
4318,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,6,5,0,15,8,6,1,0,0.2434,237.7988,50.709,213.18734,124.01
4319,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,2,0,14,6,6,2,0,2.4184,173.0422,50.5134,199.121,137.89
4320,CCCCCCCCC=CCCCCCCCC(=O)OC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,0,0,20,18,0,2,0,6.1969,-12.9646,94.258,296.48794,26.3
4321,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,0,31,31,0,0,0,7.4686,105.7949,124.0888,388.66942,20.23
4322,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,24,8,8,3,0,26,16,6,4,0,1.6504,279.6222,92.0409,367.80736,138.03
4323,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,18,4,4,0,0,18,11,6,1,0,5.7691,61.6566,82.2115,373.630761,70.64
4324,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,4,4,1,0,27,13,12,2,0,4.8424,152.3631,106.2137,352.46992,49.41
4325,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3csc(N)n3)C2SC1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,34,14,16,3,0,37,23,10,4,0,0.2568,376.2794,130.6169,525.62812,251.3
4326,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,0,30,27,0,3,0,7.619,73.7717,125.0408,384.63766,20.23
4327,CCC(O)OC(O)CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,2,0,8,8,0,0,0,0.4598,1.7237,34.3646,134.17356,49.69
4328,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,8,2,0,33,10,22,1,0,3.9584,254.3781,109.223,404.4186,110.37
4329,C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25,2,2,0,0,28,16,12,0,0,3.8924,139.8764,104.851,338.46322,18.46
4330,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,8,8,0,0,27,23,0,4,0,3.0984,24.9278,103.432,402.47916,105.2
4331,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23,3,3,1,13,22,20,0,2,0,4.6513,69.4395,42.3828,400.1145816,62.75
4332,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,3,3,0,0,21,14,6,1,0,5.1318,48.271,87.502,333.25008,35.53
4333,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,4,3,1,0,26,13,12,1,0,3.1721,172.9856,110.0537,326.82326,30.87
4334,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2,2,0,0,22,10,12,0,0,4.1949,41.1524,89.148,303.82638,12.47
4335,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,5,6,2,0,23,7,15,1,0,3.7163,219.7799,82.6024,302.35156,108.14
4336,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,6,0,0,23,7,12,4,0,3.3054,171.1118,80.425,296.27748,77.32
4337,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,7,8,1,3,26,8,16,2,0,2.5048,201.8249,74.2617,359.2838296,106.86
