Index,SMILES,FP_1,FP_2,FP_3,FP_4,FP_5,FP_6,FP_7,FP_8,FP_9,FP_10,FP_11,FP_12,FP_13,FP_14,FP_15,FP_16,FP_17,FP_18,FP_19,FP_20,FP_21,FP_22,FP_23,FP_24,FP_25,FP_26,FP_27,FP_28,FP_29,FP_30,FP_31,FP_32,FP_33,FP_34,FP_35,FP_36,FP_37,FP_38,FP_39,FP_40,FP_41,FP_42
1,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,5,5,2,0,24,17,6,1,0,3.1595,154.5726,96.2752,340.845,61.8
2,O=C(O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,4,4,3,0,29,18,10,1,0,2.4966,264.1089,99.7033,340.41616,76.56
3,CSc1nc(NC(C)C)nc(NC(C)C)n1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,6,6,2,0,16,10,6,0,0,2.3801,131.1049,69.3874,241.35636,88.03
4,O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,2,0,16,6,6,4,0,1.8822,204.3546,59.7816,218.2054,74.6
5,OC1CCCCC1c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,14,8,6,0,0,2.7051,45.0262,54.4908,176.25484,20.23
6,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,7,6,1,0,31,13,17,0,1,3.4781,166.9757,111.3987,393.43572,74.73
7,CCCCCCCCC1CO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,11,11,0,0,0,3.1358,-15.5905,49.155,156.2652,12.53
8,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3,3,0,0,22,8,12,2,0,2.6544,125.7551,87.951,284.74022,32.67
9,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,20,4,4,0,0,22,19,0,3,0,4.4367,123.4509,78.585,422.92454,60.98
10,CC[N+](C)(C)Cc1ccccc1Br,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,7,6,0,0,3.0454,104.6948,60.7104,243.16338,0
11,CCOP(=O)(CC)OCC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,9,8,0,1,0,2.2724,-29.0304,41.7895,166.155261,45.34
12,COc1ccccc1OC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,10,4,6,0,0,1.7038,14.5296,39.426,138.1638,18.46
13,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,0,0,26,9,17,0,0,5.7693,93.982,105.181,317.46718,3.24
14,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,6,4,0,32,13,17,2,0,3.6559,383.3934,103.611,376.35884,115.06
15,N#CSCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,2,0,0,10,3,6,0,1,2.40088,49.3578,43.555,149.21288,49.09
16,O=C1CCCC=CCCCCCCCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,17,15,0,2,0,5.1966,20.5554,76.638,236.39292,17.07
17,N=C(N)NCCN1CCCCCCC1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,3,0,14,13,0,1,0,1.8644,108.7219,63.9808,198.30848,65.14
18,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2,2,2,0,22,10,12,0,0,6.609,219.6531,90.001,406.90354,40.46
19,CC(=O)OC(C)OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,9,7,0,2,0,0.4586,-1.6802,33.526,146.1412,52.6
20,COC(=O)C=C(C)CCC=C(C)C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,0,0,12,9,0,3,0,2.8521,8.9782,55.328,182.25942,26.3
21,O=C1c2ccccc2-c2n[nH]c3cccc1c23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,2,2,1,0,20,3,16,1,0,2.7743,207.8335,64.9622,220.22612,45.75
22,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,7,7,0,0,37,24,12,1,0,3.2479,138.1651,135.93,468.58514,60.47
23,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,6,6,4,0,10,8,0,2,0,0.4307,166.4911,38.5252,244.892382,134.68
24,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4,4,0,0,63,49,0,14,0,17.8539,151.0617,280.495,863.3435,52.6
25,COC1C(O)CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,16,4,0,62,58,0,4,0,2.3251,131.0445,218.9682,843.05266,195.38
26,O=C(O)C(S)C(S)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,6,6,4,0,9,7,0,2,0,-0.2476,169.6012,40.7436,182.21804,152.2
27,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)C(C(=O)O)C(C)C,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,7,7,2,0,34,15,17,2,0,4.1617,272.0368,122.9535,435.51876,112.07
28,CC=C(C)C=O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,5,3,0,2,0,1.1515,19.0356,25.875,84.11642,17.07
29,O=C=Nc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,0,0,10,2,6,2,0,2.3073,78.1578,39.2335,153.56576,29.43
30,N#Cc1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,1,0,11,3,6,1,1,1.25648,133.383,38.1163,147.1308,61.09
31,CCC(=O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,1,0,0,11,4,6,1,0,2.9327,54.2396,46.4535,168.62016,17.07
32,O=Cc1cc2ccccc2o1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,12,1,10,1,0,2.2453,81.6531,41.6015,146.14274,30.21
33,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,0,31,18,12,1,0,4.299,128.8048,115.3055,379.49196,38.77
34,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,2,0,20,8,12,0,0,2.8165,147.5178,69.126,242.26986,49.69
35,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,33,7,7,2,0,36,28,6,2,0,5.299,215.3588,128.7111,520.383041,106.11
36,CC(=O)Nc1ccccc1O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,2,0,11,4,6,1,0,1.4236,99.5709,42.7777,151.16256,49.33
37,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,12,5,6,1,0,4.0782,92.1888,50.294,226.44458,45.82
38,CCCCCCC(O)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,0,9,9,0,0,0,1.31,9.345,42.8936,146.22732,40.46
39,Cc1nc[nH]c1CC1CCc2c(C)c3ccccc3n2C1=O,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,22,2,3,1,0,25,9,15,1,0,3.4265,200.4843,87.4592,293.36296,50.68
40,NC1CC1c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,11,5,6,0,0,2.2015,82.6492,41.6154,133.19034,26.02
41,O=C(O)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,0,4,3,0,1,0,-0.9367,71.8702,14.6616,76.05136,57.53
42,CCc1cc(C(N)=S)ccn1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,3,3,1,0,11,4,6,1,0,1.9785,111.441,49.4744,166.2434,71
43,C=CC(=O)OCCC#N,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,8,5,0,2,1,0.62928,-0.8189,31.516,125.12528,50.09
44,c1ccc(C2CCC2c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,6,12,0,0,4.3478,58.1292,68.202,208.29824,0
45,CCC(CO)NCCNC(CC)CO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,4,0,13,13,0,0,0,0.4892,62.3754,58.111,204.30976,64.52
46,CCC(C)(C)CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,6,0,0,0,2.8326,-8.5404,35.503,100.20194,0
47,CCCC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,0,0,0,2.4425,-26.5628,30.956,86.17536,0
48,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,22,3,3,3,0,24,8,12,4,0,5.0608,221.9221,94.3925,287.35838,75.89
49,CNc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,8,2,6,0,0,1.8013,37.8686,35.7477,107.15306,12.03
50,COc1ccc(C=CC(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,1,0,13,5,6,2,0,1.793,109.4421,49.6038,178.1846,46.53
51,NC1=NC(=O)C2C(=N1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,14,14,6,0,36,23,6,7,0,-0.8635,455.689,131.9826,473.43932,215.88
52,C=CCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,8,0,1,0,3.923,-49.8178,49.71,140.2658,0
53,O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,9,7,0,33,20,12,1,0,-0.8912,286.1965,101.9615,418.39398,167.91
54,CSc1nc(N=[N+]=N)nc(NC(C)C)n1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,7,7,2,0,15,7,6,2,0,1.7684,134.8772,58.0804,226.28208,112.21
55,COC1CC(OC2C(C)=CCC3CC(CC4(CCC(C)C(C5CCCCC5)O4)O3)OC(=O)C3C=C(C)C(N=O)C4OCC(=CC=CC2C)C34O)OC(C)C1O,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,12,2,0,61,55,0,6,0,6.3746,193.4105,207.0536,769.96042,151.57
56,OC1CCC(C2CCCCC2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,14,14,0,0,0,3.1178,33.227,56.7318,182.30248,20.23
57,ON=C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,8,7,0,1,0,1.7807,67.7852,33.2565,113.15764,32.59
58,OC1c2ccccc2-c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,0,16,4,12,0,0,2.7487,92.1253,56.0508,182.2179,20.23
59,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,24,2,3,0,0,26,9,17,0,0,6.518,139.4909,104.698,397.7491,43.12
60,O=C1C(=O)c2cccc3cccc1c23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,0,0,16,3,11,2,0,2.2188,143.3546,52.609,182.17484,34.14
61,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,8,4,0,25,4,19,2,0,1.3128,370.8046,75.31,302.19264,141.34
62,O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28,3,3,2,0,31,13,16,2,0,4.916,255.2545,118.182,374.47544,56.33
63,CS(=O)(=O)O,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,3,1,0,4,2,0,2,0,0.5848,57.7405,17.4568,96.10566,62.75
64,Oc1c(Cl)cc(Cl)cc1-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,1,1,0,16,4,12,0,0,4.366,114.9482,63.921,239.09732,20.23
65,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,3,0,0,18,6,11,1,0,2.9476,96.1839,71.271,231.29028,33.45
66,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,20,4,6,0,0,23,3,20,0,0,5.7054,176.3126,90.954,332.48672,132.86
67,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,26,3,3,1,1,28,15,12,1,0,4.0185,123.5944,105.4383,355.4457432,40.54
68,O=C(O)CCCCC1CCSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,12,4,4,1,0,12,11,0,1,0,2.7851,89.7862,55.4098,206.32556,87.9
69,BrCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,2,6,0,0,2.5815,18.4396,39.278,171.03448,0
70,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,20,4,5,1,0,21,8,11,2,0,3.7493,178.9705,77.2843,331.17122,91.84
71,COc1ccc(OC)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,3,0,0,12,6,6,0,0,1.7124,20.6388,45.918,168.18978,27.69
72,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,0,24,17,6,1,0,4.2355,36.1727,95.966,317.46564,29.54
73,CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)C(O)C(O)CC(O)CC(O)CC(O)CC(O)CC1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,12,12,10,0,47,41,0,6,0,0.8588,227.7487,178.778,670.82782,228.6
74,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,18,6,6,3,0,19,10,6,3,0,3.1267,228.9526,74.2913,289.73858,109.67
75,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,14,4,0,54,52,0,2,0,2.4397,110.2321,194.0902,747.95336,182.91
76,CCC(C)C(N)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,2,0,8,7,0,1,0,1.1447,104.8445,35.4352,131.17292,63.32
77,O=CN(CCO)CCO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,2,0,8,7,0,1,0,-0.9347,35.3641,31.9576,133.14574,60.77
78,ClCCOCCOCCCl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2,2,0,0,9,9,0,0,0,1.4972,-38.4144,42.718,187.06428,18.46
79,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,1,0,19,13,6,0,0,1.577,61.7281,80.893,265.39438,29.95
80,C1COC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,4,4,0,0,0,0.4067,-10.9418,15.506,58.07914,9.23
81,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,0,0,23,17,6,0,0,1.0682,55.6719,72.896,277.31566,50.06
82,O=C(OC1CN2CCC1CC2)c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,3,0,0,19,12,6,1,0,1.8755,73.0689,69.1465,231.29028,29.54
83,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,6,1,0,35,32,0,3,0,7.9087,54.1938,145.3637,495.73482,81.7
84,NCCCC(N)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,0,8,7,0,1,0,0.5378,159.7573,33.3356,132.16098,89.34
85,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,24,4,4,1,1,27,15,12,0,0,3.6553,124.7334,92.0797,329.3654032,39.72
86,O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,6,0,0,27,13,12,2,0,2.7336,60.545,94.727,358.38508,71.06
87,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,25,11,12,2,0,26,11,11,4,0,2.0918,240.4557,85.7529,387.39152,186.09
88,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,4,4,2,0,27,5,22,0,0,6.2036,228.7934,103.656,350.45396,91.06
89,c1ccc2c(c1)[nH]c1cnccc12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,15,0,15,0,0,2.7161,155.7679,53.5997,168.19462,28.68
90,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,1,0,0,25,5,19,1,0,5.103,200.2082,87.9995,270.32456,17.07
91,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,6,2,1,29,16,11,2,0,2.674,266.8187,105.019,359.3946832,74.57
92,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,29,11,11,2,3,30,15,12,3,0,2.885,220.2177,89.6124,437.3510696,150.01
93,Fc1ccc(Br)cc1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,8,2,6,0,0,2.5882,32.4275,34.1,174.9983632,0
94,C=CC(=O)OCC[N+](C)(C)C,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,10,8,0,2,0,0.4218,38.0586,43.7554,158.21814,26.3
95,FC(F)(Cl)C(F)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,3,7,7,0,0,0,2.9189,-4.586,26.345,187.3756096,0
96,CCN(CC)C(C)=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,7,6,0,1,0,0.8747,-2.536,34.052,115.17352,20.31
97,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,19,7,12,0,0,7.274,140.745,81.938,360.87816,0
98,COC(=O)C1(O)c2ccccc2-c2ccccc21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,1,0,20,7,12,1,0,2.0759,110.1841,66.8328,240.25398,46.53
99,CC(=O)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,0,0,9,2,6,1,0,1.2842,53.7162,34.4315,121.13658,29.96
100,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,5,1,0,30,26,0,4,0,3.9495,96.383,109.1168,390.51306,72.83
101,CCC(C(=O)NC(N)=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,2,0,15,7,6,2,0,2.4663,139.0371,56.9341,206.24106,72.19
102,CCC(C)(C)C1CCC(OC)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,13,13,0,0,0,3.6278,1.7678,58.509,184.31836,9.23
103,CN1C(=O)CC(C)(c2ccccc2)C1=O,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,3,3,0,0,16,8,6,2,0,1.2709,78.7715,60.423,203.23712,37.38
104,CC(=O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,11,4,6,1,0,2.2082,26.549,46.029,148.20168,17.07
105,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,25,7,7,3,3,26,16,6,4,0,5.2917,208.8418,91.6038,401.4249296,135.12
